id,city,country,ipaddress,latitude,longitude
232d8f75-c842-457e-85e3-429110bf549e,Guihuaquan,China,982a:a48c:3879:dbfc:3ab5:a451:2619:9c96,29.555948,113.87801
038f3eb7-9ead-4990-b62b-9200eda3ae84,Dadianzi,China,3b82:7724:31e4:8b2c:e322:879c:7187:b80b,43.661922,128.500964
498072e0-2c85-4a35-9feb-811bdd5ebed3,Ubrub,Indonesia,e021:7f8f:5806:11a7:2cdf:5b51:7b5a:40d0,-3.1914976,140.8872648
c0062cff-84bb-492e-8874-2cac4707e1e6,Stockholm,Sweden,2134:edbe:c92d:d592:4329:25:8a91:184d,47.0165054,-68.1430064
d0e39f24-79aa-4d8b-b6e2-004653cc3f1b,Vannes,France,6300:f16a:ea4f:3b14:c93d:bbb0:bdb0:3277,47.2115555,3.8260916
02986237-1a2a-4b3d-bcec-f3f93f5707ec,Fukadale,Indonesia,3007:4f60:978d:e612:88f1:3626:e14c:d091,-10.6818,123.3537
4c2a38fa-b1c5-4957-810b-1ba23ebfdad8,Lakshmīpur,Bangladesh,6710:96e2:8c0c:e403:7a69:2565:b55e:fc1f,23.3567159,90.7942665
558b3771-8625-4922-a9eb-c93f0a986a9e,Lisovi Sorochyntsi,Ukraine,e25b:f7af:5787:e2d2:a07b:6bb2:6220:ce17,50.6881144,32.3370869
5a9c2f81-3e05-4825-85a7-30b283d04c52,Shengshan,China,873a:d748:bdfc:3891:ce26:8847:58bd:e8c2,30.233195,121.329456
b946db58-1400-4985-aabe-ac04752254ec,Paldit,Philippines,9355:f2db:97c8:d0b8:299b:facb:4176:6577,16.16667,120.53333
d1e16db8-efe2-46f0-9df1-a9eb84d26e7f,Guder Lao,Indonesia,b06b:2407:3947:e230:f559:b720:97f8:93e,-7.1396,114.3272
56756937-3b53-4c0f-8644-f194b3b4ed8f,Yanyang,China,e7e5:586d:a63f:d255:99ba:2518:34f1:7603,23.219932,102.835223
70454e25-7f60-43ed-a9b8-144cc781790b,El Fureidīs,Israel,4b6f:b7b8:cf6b:dd5e:f6d8:77a7:7fa8:50f7,32.597351,34.951899
4cd26846-7d3e-42bf-9fcc-31e1965322b7,Jianyi,China,a3f7:4bf:20ac:5a0f:a785:f1c8:94e6:7018,31.2457401,121.4824439
e19e7a9a-91a4-4a4f-818a-f68392b3e9e2,Kortkeros,Russia,1c93:1ce3:b1c4:6d27:2ed5:1338:7e2f:a42,61.8171356,51.5568693
d8ccf96b-18bf-4a03-adc6-804b6f66ba7c,Shāhzādpur,Bangladesh,6d01:dae4:fc89:b9a:f26c:c490:4c7f:403,24.1933092,89.573856
43af2fa4-8786-48fc-b246-8610dad41d5f,Cipadung Timur,Indonesia,f44c:b5e2:1c47:49c6:73e4:13b6:dfe2:47ea,-6.9253881,107.7177302
1feb7da0-439f-451d-a39c-b9116b4e6a17,Zengfu,China,36e6:32cb:99b4:5e9b:ba3b:38bd:181:a64f,31.154122,114.728689
f7ad3ae9-4933-4883-ae13-693145f70a79,Strzelce,Poland,7ae5:2694:80eb:ff92:5d8b:5ee6:583b:3a27,52.3140368,19.4070384
6d1c7216-cfcc-4ef5-acce-2421ac607303,Pliwetan,Indonesia,eaf9:3064:1a89:31c3:2822:cbcb:3f3:fc10,-6.9039936,112.1717105
f2860f16-5df6-4c06-8737-9583478e26cd,Lucapa,Angola,c009:c69b:9664:ca6f:ae41:416a:59:476d,-8.4432485,20.7301263
94c7651c-33be-4c45-a0d2-eee566d4cd88,Ängelholm,Sweden,115b:ff0e:853e:a7af:cab0:4b05:c5e4:4a9e,56.1644128,12.8833299
f19b2941-62b7-4b93-9bdc-35499cea7486,Maoya,China,f4eb:47d9:e2fb:9e66:eeea:8b56:853a:bb50,43.785358,126.6858739
5b21dd5d-7f16-4a4d-90a5-d0b623dc59d5,Kamenný Přívoz,Czech Republic,8d96:a97d:3938:8978:babc:c2fe:465b:16e5,49.8618582,14.509899
8fa5bfb8-c067-4f58-b242-58729dd2d01c,Velestíno,Greece,16ac:d7aa:7126:f63c:aa82:3558:dc78:dde7,39.3809141,22.7451966
ace00983-204b-4eec-8be6-3bcbc460e817,La Virtud,Honduras,21a2:8e38:190d:8959:f0ac:6407:5c81:fb65,14.0603353,-88.6952444
37dc4173-e910-4617-8f16-1c58314f66b1,Zhangqiang,China,dfdd:b9ae:5416:46a8:985e:f59:dfc:42b6,42.699311,123.014433
b3b0c097-7205-4ff0-9beb-bb1b3cb677eb,Saint Catherine,Egypt,4ad6:4cdc:4ff6:5dfa:b4c0:8a82:fb7:858,28.5594209,33.9468956
f3be317a-16bf-4faf-ac45-469e1f114278,Sambilawang,Indonesia,547b:fe3:132a:fafb:8651:e594:3627:2445,-7.9822189,111.4782661
6ae72ad4-85e4-4d70-a5c5-877e27d32068,Issy-les-Moulineaux,France,2b69:f2f:f299:8ae2:5933:a11f:4e72:1261,48.821908,2.2615744
e1ac651d-7255-4e50-9689-105fec17a8ca,Herzliyya,Israel,2e61:f260:e015:dfbf:75e8:7eeb:6235:2189,32.162413,34.844675
734aebb9-97be-4841-a72c-3c1d1d8346fb,Basel,Switzerland,bb04:a9aa:652:d844:6e31:dab8:3287:7128,47.5516181,7.5912669
73685e74-6af6-4832-8542-d87b78a8d405,Hong’an Chengguanzhen,China,7c02:13e3:4403:31d1:837a:c2f8:dac8:ef9e,31.273176,114.603098
dc75886c-b4c2-44c5-be9a-66e5ba52c7a9,Catu,Brazil,dcdc:b0a1:45b:547:7d26:3486:2b97:3641,-12.3713805,-38.3852123
084e780d-7cff-4929-9c86-eec228cec288,Paninggaran,Indonesia,97be:fa8a:6bcf:61dc:7a46:aea5:724d:f51a,-7.1549929,109.5925139
43376e81-cb3b-427b-9286-7aba02b163c8,Baojia,China,34cc:9ebf:a76c:e1ae:d975:a535:51f7:b2a9,34.363184,107.237743
8874a781-af1c-4581-89b4-0675ff933f01,Lombog,Philippines,190a:dff:a6cf:7b9c:6d45:7898:b648:4e0,9.7666664,124.4833298
6dbe2d59-7710-4bbd-81a8-ea389ff4b160,Kujang-ŭp,North Korea,2002:2b4b:f3:ab4b:46d6:5522:22aa:b831,39.86722,126.03028
f0933b22-bab8-4ef3-932a-3815e3688141,Koutsopódi,Greece,4e1c:8eb8:8783:bf14:db5a:c1a5:e0a7:5025,37.6883607,22.7120308
f5918123-0d3e-42b4-82ee-19bd337f7589,Hougong,China,410c:6610:4d5a:a4c9:4516:20df:cac0:2362,25.435964,119.110257
8d0d96ed-2915-469d-828b-a2d43e1f4d62,Huangbao,China,b55c:ffba:194a:b11d:f6f8:f6ab:3fee:567a,35.872664,120.04619
1db90e1f-1ccc-427a-a35f-cfb3dabce76b,Totoras,Argentina,b670:8531:aeee:fb16:a190:f36e:521e:bafd,-36.5951114,-61.7625424
ee7b2773-12c5-43ec-92de-283e5653b352,Buyunshan,China,9831:d288:a56:1db1:bf05:c3fd:e086:d33d,40.024639,122.711528
b19dff0a-af28-4511-81c0-82620331a4cf,Ocampo,Philippines,86a7:2edb:d9b7:7b23:782b:18b5:3882:8223,14.5941382,121.0671868
791a80a5-c220-4ef5-90a1-33467cde537f,Tamatam,Micronesia,90d:3c65:2085:bed3:cf88:decc:49be:d2fd,7.5433333,149.4122222
aa7ce02e-7074-48e5-8feb-e501ff87df49,Zhushan,China,25f7:d6a1:92b4:b6cc:8769:eaf2:e69a:b774,32.224808,110.228747
a0aa324e-db49-41d7-a167-44ff22dd2215,Lecherías,Venezuela,c005:2ae5:c2ce:f403:5922:bbba:d8d6:b7c6,10.19062,-64.6866092
e69aabfa-ec12-411e-a1fd-544acddbb5f0,San Juan Ermita,Guatemala,f9ba:8954:ad56:ee5a:8b98:156f:91c6:bbe,14.7641115,-89.430685
f0a3bcdb-524a-4b2a-98ed-2fb73d38eb4b,Shiyu,China,72c2:3bec:410:b3ba:c9c:a0d4:6fc1:d102,26.0952694,119.3062749
2f5b9f17-1fb6-4087-b5ad-f245811e8b53,Eido,Portugal,534f:ffbc:9867:8c74:7f98:e106:5a1f:56e5,41.2499754,-7.9522855
d99fccd8-c2b7-41a1-9975-00677271e5fb,Khulm,Afghanistan,2692:c2b2:933c:724e:ad12:3a42:e7c8:a447,36.7027082,67.7079491
82122338-9642-4c73-a00e-78901daccf57,Cegłów,Poland,641e:2845:8af6:c0c6:a8d8:e3b7:b7ec:d5b8,52.1469857,21.7379077
80479b38-be6b-4ab9-a004-0a1fb02cdfc6,Rudnya,Russia,d782:13c3:df3d:d3f4:bf2a:a5cb:ccae:b26b,54.948864,31.0570797
c044bc0d-9c52-4ebb-b07f-64a891eb714f,Zelenograd,Russia,f92c:4bb8:8ffd:94b9:5026:7922:a4d:67,55.706586,37.5186129
fa48f148-22fe-4995-87b1-508f4e3dfbc6,Kalibuntu,Indonesia,39d9:50c:d18:492:dbf5:3ec8:84:75c1,-6.8843479,108.7927679
e947d5e5-0732-42ff-b103-14c01d13f4a7,Longmen,China,d5bc:a8d1:4689:f364:7b44:9c54:e2af:6ae3,34.5594987,112.4678779
e9b03b5d-6284-44c6-add5-28583842ab3c,Yuewan,China,bba8:a23a:6c02:6723:38f6:6213:ae1f:e712,24.4752847,101.3431058
f57a13d4-c5f2-4685-879c-91bab903e5f8,Lipci,Montenegro,5024:79f7:cf03:cad5:94a8:45bb:f7e6:25b2,42.4999931,18.6517064
dd50e48b-2327-490d-9313-afd61f5a56f9,Jimsar,China,856f:bc0b:b875:d7fc:d72b:c433:3434:8cab,44.000497,89.180437
3ca4e2b7-16e1-467e-be12-795e1829a82e,Maicao,Colombia,7a33:85d8:97b7:81a:312b:c54:edc7:6fcf,11.3451287,-72.3628361
4add3868-0a60-4b44-94ac-650e4d3ee266,Feikeng,China,e1d0:fb9d:1cfb:5b25:15c8:2940:6718:15e4,36.182571,116.768358
4bfc0dae-825d-415e-aaeb-4320303b4045,Suwa,Japan,f778:19f4:d270:a083:c646:1b90:52ee:2bb1,37.8412319,140.5135888
67c37bbf-d29f-4db7-9362-797aa9db0fd6,Brněnec,Czech Republic,bac0:2ad3:9fa0:980a:ba67:6840:f7b4:fa1e,49.6273493,16.522025
f371ac6c-9148-4a44-9d79-19afc485862e,Nuevo Arraiján,Panama,7ed6:4f43:a681:2c02:c294:1a78:5d7e:3d9,8.9308058,-79.7343791
ee9302df-5fd7-4dfa-bd8e-7bc3ac39e37c,Helsingborg,Sweden,f777:5825:33be:f53f:d329:81c7:226a:6d10,56.0528691,12.6996888
413efbf5-5606-471e-9a16-65ef0fd20834,Sosándra,Greece,45d:a95e:d43f:c5dd:69de:41a2:8233:e043,40.9993168,22.0336319
0d3744cf-d760-4421-bacf-2df84feb7544,Mikołów,Poland,6df9:92a2:a021:2dca:2511:a12e:7c2e:9e8,50.1674668,18.9067921
0701cc31-fad1-4ef0-881d-cd7eff662b0e,Shuanglu,China,dbcd:b1d4:3423:2b6a:8f49:8f9e:b024:2f8a,30.574474,103.923651
f1847637-38e4-4a38-bfaf-06907bec9e77,Nunhala,Indonesia,a7b7:3204:50b3:8d24:b83f:1cf8:6b3f:b62d,-9.6218,124.4923
58fb5ec0-d89f-41c8-bde8-1b8624dbd1cb,Safara,Portugal,cfde:6b5a:3ba9:b418:46b4:1a20:4e19:80fa,38.111851,-7.2176902
c0fc9bf9-93aa-489f-8461-cc1643aac7d6,Ōmura,Japan,7a5:e466:59b6:f649:e608:e7f5:a738:d813,32.8744365,129.9735343
298d36a9-dfe0-4080-aae0-afe383149dd3,Bayan Qagan,China,e696:7f33:7e2d:6112:6484:e770:a799:4934,46.33854,124.04539
e204f3d8-5c8e-464d-8c17-ca9a55cb2160,Rancabungur,Indonesia,396a:9ba9:12cb:e840:337:bb57:5af4:58f4,-6.5312892,106.702825
fb00e7bc-765a-4b4f-bc52-befd2e4d5426,Sambopinggir,Indonesia,f9e2:825a:d30e:40a9:6a97:fe30:34fe:3337,-7.0215218,112.4798088
41f51cb5-38f2-44fa-acaf-67776f7b77db,San Pablo,Peru,b723:ab43:6fb0:9d25:1dbd:b2e1:ac45:5338,-7.1143481,-78.8226909
827887da-60a6-419f-b3ea-1ce159641fa4,Peso da Régua,Portugal,8b75:8fb8:3849:e17:f767:2cc8:f84d:e0a7,41.1645867,-7.7937927
5b978267-9a1a-4e0e-80e9-6ac98ba8cfe9,Zhoukoudian,China,575d:efae:eede:b147:5f0f:6d70:d03f:53ed,39.6900895,115.9298599
5d151c09-12cf-4fb4-b0ab-c4fe673e0afc,Puunage,Indonesia,7c71:730f:beff:229f:89ff:db1a:7976:e090,-8.8816,121.2125
ef63f52c-a2c1-4e57-8a10-f208a17467d4,Horana South,Sri Lanka,da9f:3931:5296:c75c:c85c:5a2f:17c6:34ee,6.7192076,80.0573194
0a1f996b-141f-44df-bfa7-b70094435471,Kandava,Latvia,a251:dd0a:b577:7c10:1d6e:e2e8:2d8d:6e2a,57.033151,22.7767899
bb718cff-186b-4597-8877-aa80d3bb4b4c,Wadeng,Indonesia,451b:e1e7:fdcd:e49c:5135:de7b:ed41:d772,-6.9695439,112.5155694
47bd24a8-f8fd-4acb-9fd7-578e0b4bad5d,Kuloy,Russia,3ba9:eb39:eba9:1d43:3443:ef66:bb8c:d120,61.030613,42.4853941
dc5da2cb-408a-482c-902e-fbb184bad4e6,Khorostkiv,Ukraine,52ce:df20:9bd7:3f6:28a0:8808:7d93:4674,49.2030849,25.9034702
b95348b2-837c-4ee0-be62-052f3f4a1e0f,Calauag,Philippines,1b28:3770:e05c:d7da:f381:4f9:88bc:7aba,13.9573134,122.2887594
a85821cd-aa64-4b25-92f2-3d360a575bb6,Szemud,Poland,67ef:5865:a0c4:f9d:fb3a:ef75:f807:d7df,54.4868002,18.2202834
057d2078-b908-4458-8b01-d41a6db7859c,Jiuquan,China,aa8f:53ea:20bf:ec0f:7a47:6230:7c90:63e3,39.73287,98.494548
8d1efc7c-ebad-4cf4-b889-11d0feff6406,Jiangcun,China,3a77:c95a:cdd2:ad80:8341:74ee:91a1:3fa7,22.579117,113.081508
bfd7d3ff-bb86-4774-8350-defdca14a347,Guifões,Portugal,8422:2c35:a97:5769:1375:2a84:18df:9255,41.2007787,-8.6725287
5e7cd3b0-9df2-42c7-9e1c-bc2844b472e6,Jalupang Dua,Indonesia,4ac8:2d6:84b1:6963:b642:120d:4262:5634,-7.0572973,107.5365647
0641705d-4558-4766-b49f-660a1a55f448,Puget-sur-Argens,France,5a98:87af:376a:f91e:221e:266a:f9d1:e9f6,43.455312,6.685055
1f6986ad-6d37-4fb1-bbd0-c5c992710d6b,Livadiya,Ukraine,11bb:7b51:d174:80d3:6790:dec3:3412:1e73,44.4751299,34.1479155
33813c9c-f531-4006-a7a7-f1c04d281144,Makata,Malawi,52d4:58ce:b240:9baa:e553:8a0d:2549:6588,-15.7874406,35.030814
e50a9cb3-0988-4454-8cbe-a1894030c0cd,Alpiarça,Portugal,583:34ef:2449:2c10:c039:795c:52f6:e975,39.2591889,-8.5820055
4ee460de-f3ba-4e71-b949-0e74db4ab912,Nantes,France,4f6b:2987:4c85:63d:4bd:fc5:35ab:d445,47.2550409,-1.5401497
c51ac527-cb53-4807-9622-4a9da3fd8adb,Jomboy,Uzbekistan,8763:7b48:49ed:a51c:51c:5489:b6ce:331b,39.7032415,67.1060353
deae500c-a55d-4a8d-82ca-d97dc7842d1d,Ban Bueng,Thailand,a65b:759f:c7a7:9d43:3c0f:8910:45c6:c52,13.3200851,101.1015323
ed6bb1ae-fcc4-401e-a63a-b56685792df6,Dolní Černilov,Czech Republic,14ea:1f74:2c1e:b61c:3a88:f4c6:a500:ade8,50.2616437,15.9613245
a7b84787-70b5-4750-96be-9d92d636e7c4,Sa Pá,Vietnam,ef76:65cc:e375:776a:4fea:cf5e:f198:bb5b,22.3363608,103.8437852
f576ba18-f696-446f-b5b1-ab05ce288ca0,Kangdong-ŭp,North Korea,78d7:b55:3678:c236:f94e:f5fa:5503:2995,39.1425,126.09611
8848a7a6-a8e8-4e69-b933-9717a551b011,Przybyszówka,Poland,e06b:a42d:84d7:1bec:b6cf:27c8:2dfc:cda6,50.0534777,21.9464286
896befe0-a20f-4dd5-ab31-45adeab00e6c,Przecław,Poland,b9ae:ed5d:bd8f:9670:c8e4:909b:b9ae:f823,53.3857827,14.4620917
7fc8a425-f79d-44f3-97ee-2bc4cfed7252,Przesmyki,Poland,18b9:476f:e058:420c:31da:d2a2:e77b:1477,52.2680883,22.5839609
62b11c35-ddb0-4540-bff8-6e0f3cc74713,Périgueux,France,7772:b7f8:25b6:a375:45a2:e1a1:cc0a:4d29,45.1800316,0.7237613
739ee765-2c9e-4630-992f-09d712923b04,Tekstil’shchiki,Russia,6278:ea8c:faf6:67ad:95d1:3f63:41ba:e065,55.6949907,37.7470313
746f3751-c6c1-4f0f-bb92-bc049597debb,Khlong Luang,Thailand,41b8:9a4:95ad:2228:798d:8398:1e95:ea00,14.0654264,100.6473542
85e712a9-86b6-40f3-b7a1-6dd7cd866db1,Łomazy,Poland,3733:7304:4806:33b8:3bb3:337a:679d:ff9c,51.9038827,23.1771438
f7e88b05-cdb7-471e-bece-a97983be8bcc,Alvito,Portugal,1142:674:3027:282a:e5b5:9abd:f585:c8ad,38.2587716,-7.9765637
2fbd2738-6f12-4e92-a1e6-d9eee82c0f13,Nahāvand,Iran,bc5f:1e0:1a3f:eb28:fcca:5f43:5369:3c21,34.188318,48.3688834
00056322-3741-4bd6-97e3-7af88f955f70,Izvestkovyy,Russia,dac5:1976:df84:fd60:88d6:a72f:37ea:2eec,50.255556,136.640833
5cbcb770-87e9-448a-9179-d0bb49abaaac,Bojongaren,Indonesia,76d9:e49:c06d:d474:2192:1369:7e2c:9b5,-7.6445,108.6451
a959b7ce-dc06-4a48-8fb0-f5a8225273a0,Chambishi,Zambia,84e6:9fe7:4c11:e3ea:d501:af84:a79d:e8cc,-12.6339242,28.0537367
5aba2590-2b6f-4f96-a689-510dd6de5149,Qinxi,China,67e7:6cb:2b9c:bdd9:1ce4:35be:8a79:5bbe,22.843818,114.164223
eaab4199-5fdd-4b14-9dae-3faa7dd2c09c,Kepel,Indonesia,8d68:8349:f93c:5523:5b0b:2744:27bf:ffe9,-7.6371755,112.9386472
1b464ffc-7601-46cd-b4eb-02925ea3d816,Woto,Indonesia,1d23:a138:cc9f:8db:baa7:d56a:928c:e616,-7.524303,109.204103
456649ad-736b-418b-a41d-3e752168b148,Gembu,Nigeria,e226:c26b:fcf4:19a1:ca94:414f:f742:4365,6.7205676,11.2580472
b3fbefcd-206b-487d-be05-1b8e5ad34ef2,Hesperange,Luxembourg,519b:581a:82d4:a7b:b82c:b421:fb90:262f,49.5718261,6.1593027
8fbb3228-2bfe-4122-87ad-90d94bc8f2dd,Marly-le-Roi,France,f3:94f9:d8b:f3ef:37db:a83d:2da0:60a6,48.829733,2.1177361
1d2624c4-83ea-43fa-b217-d1db4ce5bb2d,Taochuan,China,4bfd:6948:1348:ba72:9355:b30a:3031:aa0,35.858731,112.389438
c216f8af-98d0-402c-b0f8-20321f7851ea,Shu,Kazakhstan,f03c:d274:d0eb:c1e6:d9ac:751e:eea8:ded5,43.6051078,73.7631135
d4058439-4ddf-4cd5-ad02-fb02bcf62437,Dallas,United States,ec5c:ca7a:fe43:dd27:3dba:e52b:649d:41d1,32.9901414,-96.8027198
a17d9d96-f364-480b-93aa-77f0689c8190,Ibirité,Brazil,b9ff:92df:9cf3:7bee:8986:b46a:a942:9b35,-20.0256695,-44.0572964
af46e379-4466-4d33-9d6e-a2d82bfcf1c6,Labinot-Mal,Albania,248f:3154:980:b700:2151:f18:f6c0:49e3,41.1823974,20.15515
81ac037c-81e6-4c38-aa75-05aa9be56729,Peliyagoda,Sri Lanka,7bbd:6d15:c588:5c9e:cf0b:be76:233c:936b,6.964703,79.881693
350168a7-527d-4bf7-b3d8-cedda8059f05,Curití,Colombia,19e4:bb97:ed90:9d18:ce5c:94c7:e9dc:ac91,6.604594,-73.069241
25c25ceb-01d1-4683-b96e-9f83b680e3d0,Phoenix,United States,7a81:3232:c681:4ac3:c224:a9ac:129d:d022,33.45,-112.08
b9b2289a-ba4a-442e-908f-67a30e2ed645,Xarrë,Albania,6011:6a9a:57da:7f06:e02f:4454:90d9:7a20,39.7271767,20.0598549
d27d2fbd-480d-4d63-a4cf-e3f3566dbb81,Sepit,Indonesia,ad8b:26b8:7b87:7910:eb1f:d6cf:48eb:a6f,-8.7389984,116.4577466
f5b8e462-c5e8-4ecb-8bc3-e929e13f30b7,Patong,Philippines,5349:cb49:64eb:fe2c:2dd5:9b82:4b17:1692,7.894825,98.298895
fa1133f2-2638-40c7-8d07-727fcefda748,Shamva,Zimbabwe,df68:791c:c31:94b8:60d6:54ca:dd56:1c0f,-17.3058881,31.5655424
ac0eb529-f5fe-4cd6-90a9-2b2b21b63e80,Narimanov,Russia,2c47:567a:f65e:6c11:6ab0:d39d:a7b6:6f82,46.3176956,48.0025271
07c00dcb-9ee9-4343-a7c5-fee82a3f79e8,Pokotylivka,Ukraine,606b:2658:980b:e7da:4290:87e9:d19d:b88c,49.9166765,36.1763412
32c2965b-3520-4f05-8ccd-ee9a943f3f0f,Gananoque,Canada,605a:8306:6944:e538:eee4:48d1:dd80:de2f,44.3287491,-76.1635651
c140b6fd-ded1-4091-9058-a52093165390,Jiangchang,China,7743:c669:ef17:317a:f1dd:efe9:3490:88c4,21.861787,111.955059
46de6f9b-11fb-4977-aee6-d9b3038f8d8f,Kamieniec Ząbkowicki,Poland,3f76:a882:7d97:8c1d:cb59:e8d8:c1d3:a614,50.5251922,16.8791589
35931b52-12a0-4635-8836-ec4a22e63962,Dawan,China,23f4:e3ff:5f0d:5d5f:2931:7bc9:6cb0:b8f,39.917717,116.418465
76e7dd3a-0f65-4cac-a9ba-99defbe526ed,Navoiy,Uzbekistan,5513:7b71:b61f:5c4:a10a:98ef:f45c:d491,40.103922,65.3688335
b663ecb0-6887-47b2-b9d4-15f33ffdac9c,Khlong Toei,Thailand,2b17:1220:3583:fca0:3217:2fa7:3bed:552e,13.7192462,100.5583692
488e6fde-92fd-4f4f-947a-3e3ebc81a561,Benito Juarez,Mexico,f64:4ea6:ec77:3fff:a9cb:443e:5ce6:d23,19.4102526,-99.0073673
980c8fd3-5ee7-4f67-88d1-cc7dce297116,Gulbene,Latvia,371b:6ec6:68c0:6942:9eee:bdfc:24f5:a471,57.1714821,26.7522536
78ac3445-833f-4883-9823-9ba8d567c0bc,Uitiuhtuan,Indonesia,901d:bd74:9125:ec73:c7a5:cb68:fb2a:d961,-10.2824604,123.3205544
5424e139-f000-446f-9da3-f4555ebe21fa,Ntsoudjini,Comoros,fa8e:8e2e:241b:6ea8:af30:2258:8cac:cc74,-11.6604039,43.2726992
f9b8a16a-da13-458d-b151-950ae7141c99,Bhamo,Myanmar,e988:bb86:b496:aff8:d055:ae50:bdcf:baf2,24.2629574,97.2383178
